	PNSR	SSIM	MSE
0	24.84041	0.6658247	0.013122566
1	25.915909	0.73584706	0.010243984
2	24.677988	0.67112297	0.013622632
3	27.821156	0.80628043	0.006606085
4	25.998419	0.6885208	0.010051198
5	20.322504	0.63252145	0.03713723
6	21.305096	0.5809061	0.029617626
7	22.353998	0.59359634	0.023262694
8	27.98904	0.9428237	0.0063555897
9	27.437489	0.8951104	0.007216241
10	22.351562	0.7078411	0.023275748
11	27.974957	0.19459958	0.006376234
12	28.779238	0.8231364	0.005298294
13	26.451176	0.8035783	0.009056123
14	18.293991	0.8539729	0.05924625
15	23.789322	0.5618799	0.016715819
16	22.672947	0.7010206	0.021615494
17	26.594976	0.75411403	0.00876117
18	27.867676	0.7931902	0.0065357005
19	24.684986	0.66771793	0.0136007
20	22.962555	0.40765762	0.020221079
21	24.053493	0.6528883	0.015729344
22	25.557499	0.7946312	0.011125257
23	27.02928	0.8101577	0.00792742
24	24.990294	0.5533373	0.012677407
25	28.462706	0.06869876	0.0056988765
26	28.824654	0.8297132	0.0052431775
27	21.661547	0.52820677	0.027283825
28	23.23376	0.8050856	0.01899695
29	25.166477	0.57759196	0.012173403
30	15.134993	0.0048852875	0.12261984
31	25.56652	0.6291513	0.011102167
32	25.877136	0.74203485	0.010335849
33	26.938005	0.7724647	0.008095792
34	23.26244	0.60771614	0.018871907
35	27.728426	0.84744084	0.006748653
36	25.029694	0.6758357	0.012562914
37	27.85023	0.7446412	0.0065620113
38	28.429976	0.815193	0.0057419892
39	14.204136	0.0026252014	0.15193097
40	26.219038	0.73017704	0.009553359
41	26.16795	0.91386616	0.009666403
42	23.94137	0.6840289	0.016140718
43	22.006313	0.57374924	0.02520163
44	26.370516	0.7892081	0.009225892
45	25.58003	0.66607815	0.011067685
46	26.25413	0.69361204	0.009476477
47	28.1206	0.7715806	0.0061659506
48	25.386274	0.6835197	0.011572637
49	24.948797	0.59316516	0.012799118
50	27.314728	0.7413525	0.007423131
51	25.92093	0.75530756	0.010232144
52	24.2845	0.7483372	0.014914539
53	27.456024	0.8310373	0.007185507
54	25.013794	0.7607511	0.012608994
55	26.326328	0.8248332	0.009320238
56	28.216583	0.4574404	0.0060311677
57	27.291618	0.6819394	0.0074627344
58	26.277405	0.80511475	0.009425828
59	26.675066	0.8078944	0.0086010825
60	28.141026	0.7805145	0.0061370144
61	19.980822	0.08834239	0.04017702
62	26.278252	0.7711081	0.00942399
63	25.652218	0.7874596	0.010885239
64	26.20814	0.7171261	0.00957736
65	26.687864	0.8671544	0.008575775
66	33.89085	0.9680269	0.0016329573
67	21.565615	0.5582589	0.027893204
68	24.35753	0.6273322	0.014665833
69	21.828743	0.6102047	0.026253406
70	25.19381	0.74378496	0.012097033
71	26.673813	0.678972	0.008603565
72	28.468252	0.8212903	0.0056916047
73	22.822578	0.5692134	0.020883443
74	25.445232	0.7193365	0.0114165945
75	25.26592	0.69932026	0.01189783
76	23.765947	0.80920714	0.016806029
77	27.446001	0.91389567	0.0072021107
78	23.614927	0.6356738	0.017400721
79	28.424732	0.8347691	0.005748925
80	29.82921	0.87332433	0.004160436
81	25.22324	0.60148805	0.012015332
82	20.494658	0.6959551	0.03569392
83	24.522741	0.90563077	0.014118408
84	25.011187	0.7432334	0.012616565
85	24.368086	0.57613707	0.014630235
86	23.94364	0.56541693	0.016132284
87	26.827852	0.7596136	0.008303759
88	23.626993	0.6874792	0.017352436
89	28.462706	0.06869876	0.0056988765
90	25.047926	0.78885317	0.012510284
91	18.971767	0.5622008	0.050685443
92	26.388561	0.8011713	0.009187637
93	32.60476	0.34853122	0.0021957555
94	25.218395	0.6943354	0.012028746
95	25.379519	0.57452774	0.011590656
96	26.08903	0.65681934	0.009843668
97	30.273518	0.9160015	0.0037558482
98	27.049782	0.71543056	0.007890087
99	25.141592	0.81172293	0.012243358
